Nombre de Proyecto/Programa,Agencia financiera,Contador de proyectos,1999,1999_2,2000,2000_2,2001,2001_2,2002,2002_2,2003,2003_2,2004,2004_2,2005,2005_2,2006,2006_2,2007,2007_2,2008,2008_2,2009,2009_2,2010,2010_2,2011,2011_2,2012,2012_2,2013,2013_2,2014,2014_2,Total,Total_2
,,,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales
  Programa e Iniciativa de Desarrollo de Políticas,"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,189540.949,30033.214,,,,,,42012.202,,10830.911,,7220.607,,5144.682,,,189540.949,95241.619
  Evaluación de Niveles de Contaminación y Metales en el Lago de Yojoa para determinar el Impacto Ambiental y en la Salud Humana,Organismo Internacional de Energía Atómica,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,39811.64,110151.871,11041.348,,,110151.871,50852.988
  Identificación de Lugares potenciales para la Generación de Energía Geotérmica,Organismo Internacional de Energía Atómica,0,,,,,,,,,,,,,,,,,,,,,,,,,,,93531.331,70206.672,,11056.494,,,93531.331,81263.166
  Cadena de Valor Cacao,Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96000.0,70000.0,,,96000.0,70000.0
  Mejorando la seguridad alimentaria mediante el fortalecimiento de capacidades en agrocadenas en Centro América [Honduras].,Gobierno de Italia,0,,,,,,,,,,,,,,,,,,,,,,,,,1034868.0,50740.0,,186506.55,,295376.0,,,1034868.0,532622.55
  Desarrollo Sostenible eficiencia energética y competitividad mediante la producción de bioetanol biogás y biofertilizantes a partir de desechos del beneficiado del café en tres empresas cooperativas,Servicio Holandés de Cooperación al Desarrollo,0,,,,,,,,,,,,,,,,,,,,,270000.0,,,,,132323.85,,,,,,,270000.0,132323.85
"  Proyecto para la Eliminación Gradual del uso de Sustancias Agotadoras del Ozono (HCFC), [Fase I y Fase II]",Programa de las Naciones Unidas para el Medio Ambiente,0,,,,,,,,,,,,,,,,,,,,,,,,,57266.0,57266.0,,,139900.0,60000.0,,,197166.0,117266.0
  Apoyo al Programa de Red Solidaria Fase II,Agencia Andaluza de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,4159846.15,4159846.15,,,,,,,,,,,4159846.15,4159846.15
  Programa de Desarrollo Integral del Municipio de San Juan de Ojojona,Agencia Andaluza de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,3236920.28,3236920.28,,,,,,,,,,,3236920.28,3236920.28
"  Construcción y Equipamiento, Capacitación y Mejoras en la Gestión Administrativa del Centro de Interpretación Turística Copán.",Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000.02,390000.0,,558826.27,,,1300000.02,948826.27
  Grant para preparación-Programa de escalamiento de energia renovable,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,195000.0,,,43330.0,,112658.0,195000.0,155988.0
  Modernización de la Aduana en Puerto Cortés,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,10000000.0,,,,,500000.0,,1300000.0,,,10000000.0,1800000.0
  Fortalecimiento del Marco de Políticas e Institucional para Energias Renovables,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,850000.0,,,10400.0,,,850000.0,10400.0
  Adaptación al Cambio Climático en Barrios Pobres de Tegucigalpa,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328202.0,,,16410.0,328202.0,16410.0
  Nuevos productos de crédito para energía limpia,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000.0,,,56561.0,140000.0,56561.0
  Apoyo para el funcionamiento de la Unidad de Gestión y la ejecución del Programa de Acceso a la Tierra (PACTA) Ampliado,Instituto Nacional Agrario,0,,,,,,,,,,,,,,,,,14490241.0,,,,,,,4924034.0,,1665661.0,,991325.0,,582186.0,,,14490241.0,8163206.0
  Contribución al proyecto Educación para el Desarrollo Económico Rural “EDUCAR”,Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,150000.0,,,200000.0,150000.0
  Programa de Recursos Naturales y desarrollo Local [PRORENA II -2011.2224.1],Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6671072.741,3499684.442,,2684892.863,,,6671072.741,6184577.305
  Proyectos de Gobernabilidad Local e Inversiones Municipales,Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8469137.0,2120000.0,,,8469137.0,2120000.0
  Fomento de Empresas Autogestionarias para Mujeres en la Zona Rural,Banco Centroamericano de Integración Económica,0,,,,,,,,,,,3610000.0,,,302400.0,,,,1186508.0,,,,1083328.29,,,,,,,,,,,3610000.0,2572236.29
  Negociaciones del Acuerdo de Asociación con la Unión Europea CA-UE [2009],Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,,,,,350000.0,332500.0,,,,,,,,,350000.0,332500.0
  Programa de Desarrollo Agrícola Bajo Riego [PDABR],Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,,,,,,,,,52032754.0,,,1231710.0,,,52032754.0,1231710.0
  PROJOVEN-HN [Formación Profesional para Jóvenes en Riesgo de Exclusión],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300000.0,1580000.0,,,6300000.0,1580000.0
  Aprender a Emprender [2013-2014],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,200000.0,,,200000.0,200000.0
  Proyecto Piloto Relevo Geracional en el Medio Rural y Diseño de una Fase de Ampliación de Escala,Organización de las Naciones Unidas para la Agricultura y la Alimentación,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253000.0,4653.0,,,253000.0,4653.0
  PROCORREDOR - Gestión Sostenible de Recursos Naturales y Cuencas del Corredor Biológico Mesoamericano en el Atlántico Hondureño,Unión Europea,0,,,,,,,,,,,,,,,,,,20602558.235,,,,,34422459.966,8447967.16,,2578334.173,,778716.042,,589534.622,,63965.062,34422459.966,33061075.297
  TCP Facility (Fondo para el Programa de Cooperación Técnica)[2011-2012],Organización de las Naciones Unidas para la Agricultura y la Alimentación,0,,,,,,,,,,,,,,,,,,,,,,,,,119099.0,5930.0,,78712.0,4667.0,39124.0,,,123766.0,123766.0
  Asistencia a Victimas de Trata,Organización Internacional para las Migraciones,0,,,,,,,,,,,,,,,,,,,,,,2500.0,,2000.0,,3000.0,11000.0,2500.0,,,,,11000.0,10000.0
  PASS - Programa de Apoyo al Sector Seguridad en Honduras (Fase 1),Unión Europea,0,,,,,,,,,,,,,,,,,,,10522869.373,1834409.82,,,,55108.265,,3952243.311,,558062.07,,437116.444,,383395.212,10522869.373,7220335.125
  PYMERURAL [Fomento de Mercados para la Pequeña Empresa Rural Hondureña (2013-2014)],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550000.0,947000.0,,,1550000.0,947000.0
  Proyectos de Energías para el Desarrollo III [EnDev] Finanaciamiento Países Bajos,Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,,,,,,,,,2753796.797,289333.168,,918546.821,,1076742.038,2065347.598,705900.849,178996.791,859829.746,,,4998141.187,3850352.623
"  Proyecto Rehabilitación de la Carretera Tegucigalpa-Catacamas, Seccion-II: El Guanábano-Prondeca-Rio Dulce",Fondo Arabe Kuwaití para el Desarrollo,0,,,,,,,,,,,,,,,,,,,17864800.0,,,700000.0,,2300000.0,,2100000.0,,7171071.03,,796847.33,,,17864800.0,13067918.36
  Proyecto Rehabilitación de la Represa El Coyolar y Mejoramiento de la Red de Irrigación del valle de Flores,Fondo Arabe Kuwaití para el Desarrollo,0,,,,,,,,,,,,,,,,,,1014360.0,,454832.0,,78575.0,,,,245302.38,,224300.99,,213080.68,,,,2230451.05
  Programa de Infraestructura Rural (PIR),Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,,,,,15000000.0,,,,,501900.0,,3624372.56,,,15000000.0,4126272.56
  Ampliación y Mejoramiento de la Carretera CA-5 Segmento I,Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,,,,,,,28000000.0,,,6000000.0,,20264994.28,,,28000000.0,26264994.28
"  Proyecto Construcción del Corredor Logístico Villa San Antonio-Goascorán, Secciones II y III",Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,,,,,,,,,76060000.0,,,44600000.0,,,76060000.0,44600000.0
  Proyecto Sectorial de Agua y Saneamiento [PROSAGUA],Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,,,16700000.0,,,,,,,1417875.58,,875889.76,,527513.199,16700000.0,2821278.54
  Construcción de Centro de Entrenamiento Tecnológico Avanzado de Capacitación,Agencia de Cooperación Internacional de Corea,0,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,1830000.0,87000.0,599067.97,40000.0,1685563.26,,,4127000.0,4114631.23
  Proyecto de Reconstrucción y Mejoramiento de Carreteras II (PRMC II) La Esperanza-Camasca,Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,,,,,22000000.0,,,355021.77,,6924851.83,,12919649.43,,266115.849,22000000.0,20465638.88
  Programa de Apoyo a la Implementación de Proyectos Agrícolas en el Departamento de Intibucá,Agencia Andaluza de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,1233990.0,,,1233990.0,,,,,1233990.0,1233990.0
  Sistema de Agua Potable e Infraestructura de Alcantarillados (Rehabilitación y Mejora del Sistema de Agua Potable y Alcantarillado Sanitario Tegucigalpa),Banco Artigiancassa S.p.A de Italia,0,,,,,26666528.976,25184710.92,,,,,,,,,,,,,,,,,,,,,,,,,,,26666528.976,25184710.92
  Programa de Desarrollo de los Recursos Hídricos del Valle de Nacaome -F.ROT/AID 05/015/00:,Banco Artigiancassa S.p.A de Italia,0,,,,,,,,,,,,,,,861377.724,,,,,,,,,,,430688.862,,,,430688.862,,,861377.724,861377.724
  Apoyo al Programa de País Honduras [2012-2016] del Programa Mundial de Alimentos,"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,,,,,,,18051519.035,12636063.324,,1805151.903,,,18051519.035,14441215.228
  Manejo Integrado de Agua Urbana en el Área de Tegucigalpa (IUWM) [P125903],Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,,,400000.0,,,75000.0,,65217.87,,,400000.0,140217.87
  Financiamiento Adicional Nutrición y Protección Social,Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,,874147.81,,-46545.23,,,3600000.0,827602.58
  AGUASAN [Incluye Agua y Saneamiento en Pequeñas Ciudades y Escuelas],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,6160910.0,3360000.0,,,,,,3100000.0,9929090.0,3972222.0,,3166000.0,,,16090000.0,13598222.0
  Asistencia Programa Mundial de Alimentos [200240 Actividad 2],Programa Mundial de Alimentos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11821183.75,11821183.75,,,,,11821183.75,11821183.75
  Asistencia Programa Mundial de Alimentos [200240 Actividad 3],Programa Mundial de Alimentos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4619461.0,936557.68,,,,,4619461.0,936557.68
  Asistencia Programa Mundial de Alimentos [200240 Actividad 1],Programa Mundial de Alimentos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11878334.0,8374323.93,,,,,11878334.0,8374323.93
  Convenio de Cooperacion Tecnica para la creacion de Huertos Familiares sostenibles en las comunidades de Lepaterique,Organización de las Naciones Unidas para la Agricultura y la Alimentación,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122791.0,122791.0,,,122791.0,122791.0
"  Financiamiento Para la Igualdad de Género (FfGE, por sus siglas en inglés)",Unión Europea,0,,,,,,,,,,,,,,,,,,,,,,,,,630442.0,,,161855.0,,,,,630442.0,161855.0
  Apoyo a la iniciativa educación para todos EFA,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040000.0,,1040000.0,
"  Fomento de la Formación Profesional No Formal en Honduras ""FOPRONH""",Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5507593.594,64676.07,,591288.914,,,5507593.594,655964.985
  PROEFA Plus,Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8667575.419,2825084.1,,2796479.794,,,8667575.419,5621563.894
  Educación para todos EfA-FTI,Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,19276577.581,9716195.395,,,,,,,,,,,,8669220.813,5507593.594,6398754.967,,,,,24784171.176,24784171.176
  Apoyo al Plan Educación para Todos - Iniciativa Agil (EfA-FT) en Honduras,"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,18051519.035,11029385.165,,,,,,,,56923.66,,1876455.403,,7648.428,,20768.272,,,18051519.035,12991180.93
"  Calidad de la Educación, Gobernabilidad y Fortalecimiento Institucional",Banco Mundial,0,,,,,,,,,,,,,,,,,,,15370000.0,,,,,3383161.059,,3234133.42,,4410153.92,,3048255.13,,,15370000.0,14075703.53
  Contibución al Programa de Becas.,Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,1320000.0,,500000.0,,,,,2000000.0,1820000.0
  Corredor Cultural Caribe Fase II [2013-2014],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.0,12000.0,,,12000.0,12000.0
  Proyecto de Teatro Infantil Juvenil [2013-2014],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000.0,45000.0,,,45000.0,45000.0
"  Concurso de Premiación a la Expresión Artística, Literaria y las Buenas Practicas en el Aula de Clases [2013-2014]",Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000.0,17000.0,,,17000.0,17000.0
  Luces para Aprender [2013-2014],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310000.0,310000.0,,,310000.0,310000.0
  Alfabetización y Educación Básica de Adultos y Jovenes [2013-2014],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,150000.0,,,150000.0,150000.0
"  Fortalecimiento de las Competencias Centros Comunitarios de Educación Prebásica (CCEPREBS), Atención a la Infancia [2013-2014]",Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,30000.0,,,30000.0,30000.0
  Proyecto Iberoamericano Educación en Valores a través del Deporte [2013-2014],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,5000.0,,,5000.0,5000.0
  Búsqueda de Estrategia para la Mejora de la Lectoescritura que se Desprenden de la Memoria Escolar en 33 Escuelas Distribuidas en Diferentes Zonas de Honduras Aplicables en el Siglo XXI,"Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura",0,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,20000.0,,,,,20000.0,20000.0
  Visibilizando la UNESCO a través de una Cultura de Paz y no Violencia en municipios seleccionados.,"Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura",0,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,20000.0,,,,,20000.0,20000.0
  Programa de Calidad Educativa o Mejorada la Calidad Educativa en el Primer Ciclo de la Educación Básica [2013-2014],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,30000.0,,,30000.0,30000.0
  Programa de Modernización de la Infraestructura Educativa y su Gestión Local (PROMINE),Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,,,,,,,,,20653475.98,,,,,,,1994533.052,13768983.986,5553574.621,,367357.282,34422459.966,7915464.956
  Equipamiento del Hospital María de Especialidades Pediatricas,Banco Artigiancassa S.p.A de Italia,0,,,,,,,,,,,,,,,,,20653475.98,,,,,,,,,,,2338113.607,,,,,20653475.98,2338113.607
  Reforzamiento del Servicio de Radioterapia Externo en el Hospital General San Felipe,Organismo Internacional de Energía Atómica,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,79846.338,228625.717,76255.76,,,228625.717,156102.099
  Fortalecimiento de la Gestión y Oferta Descentralizada de los Servicios de Salud,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,27500000.0,,,4517769.0,,10041017.0,,10058983.0,,,27500000.0,24617769.0
  Proyecto de Ampliación y Mejoramiento de los Servicios de Radioterapia de la Asociación Hondureña de Lucha contra el Cáncer / Centro de Cancer Emma Romero Callejas,Unicredit Bank de Austria AG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7986010.712,5724867.487,,2246685.241,,,7986010.712,7971552.728
  Re-equipamiento parcial de Hospitales para la Modernización de Hospital Mario Catarino Rivas y Leonardo Martínez en SPS,Unicredit Bank de Austria AG,0,,,,,,,,,,,,,,,,,,,,,,,,,9225219.271,,,8929928.211,,124700.0,,,9225219.271,9054628.211
  Proyecto Re-Equipamiento Hospital de Occidente,Unicredit Bank de Austria AG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7848320.872,,,1518168.174,,,7848320.872,1518168.174
  Fortalecimiento de la Red Hospitalaria Materno Infantil,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,,,7800000.0,,,30000000.0,7800000.0
  Apoyo a las Organizaciones de la Sociedad Civil en su Dialogo con el Gobierno y el BID,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,249894.0,,,50550.0,,108717.0,,69846.0,,14464.0,249894.0,243577.0
  Fondo de Estudio y Expertos [SFF / Programa de Cooperantes],Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1830439.092,829269.376,,843634.956,,,1830439.092,1672904.333
  Fondo de Estudio y Expertos (SFF) - Fortalecimiento Tribunal Superior de Cuentas,Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1101518.718,7228.716,,19465.942,,,1101518.718,26694.659
  Fondo de estudio y expertos [SFF],Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,,,,,,,,,,,,21335.04,,352481.983,1376898.398,343236.014,2753796.797,1421986.685,,,4130695.196,2139039.723
  Apoyo a Paises Fundadores del BCIE [2006],Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,1000000.0,795974.33,,,,,,104473.64,,,,,,,,,,,1000000.0,900447.97
  Fortalecimiento de las capacidades nacionales y de actores de la sociedad civil para la gestión de riesgos de desastres y su articulación a la variabilidad del clima y el cambio climático.,Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,250000.0,,,500000.0,250000.0
  Aporte al Fondo ACI-ERP [Apoyo a organizaciones de la Sociedad Civíl y movimientos de base en Honduras],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,400000.0,150000.0,,,,100000.0,,150000.0,315000.0,200000.0,,,715000.0,600000.0
  Programa de Apoyo a la Gestión Basada en Resultados a Nivel Municipal,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,1000000.0,
  Alineación de Proyectos Nacionales con la Estratégia de 10 años del UNCCD y el Proceso de Reportes,Fondo Mundial del Ambiente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,136364.0,,,97344.0,,,136364.0,97344.0
"  Proyecto de Equipamiento de las Estaciones de Bomberos [Omoa y Villanueva, Cortés. El Porvenir- Atlántida, Ocotepeque, Aramecina- Valle, Tegucigalpa- Fco Morazán y Corredor del Canal Seco]",Unicredit Bank de Austria AG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7986010.712,,,1194698.459,,,7986010.712,1194698.459
  Fortalecimiento Institucional [SERNA] bajo el Protocolo de Montreal Fase 7 (Ozono),Programa de las Naciones Unidas para el Medio Ambiente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000.0,24000.0,,,60000.0,24000.0
  GEO Honduras,Programa de las Naciones Unidas para el Medio Ambiente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,,,10000.0,,,15000.0,10000.0
  Asistencia Técnica Hondutel,Fondo Coreano de Alianza para el Conocimiento en Tecnología e Innovación,0,,,,,,,,,,,,,,,,,,,,,,,,,250000.0,,,33960.0,,172424.0,,,250000.0,206384.0
"  JPN/HN/2KR-2011-002 ""Seikatsu Kaizen: Mejoramiento de Vida de las Familias en el Occidente de Honduras, trabajando con Gobiernos Municipales y Organizaciones de Base""",Gobierno de Japón,0,,,,,,,,,,,,,,,,,,,,,,,,,227763.103,227763.103,,,,,,,227763.103,227763.103
"  JPN/HN/NP-2013-002 ""Renovación turística con museografía digital para el nuevo museo de Copán Ruinas""",Gobierno de Japón,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708163.371,708163.371,,,708163.371,708163.371
  JPN/HN/NP-2013-003 Renovación Turística del Centro de Visitantes del Parque Arqueológico El Puente,Gobierno de Japón,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223007.472,223007.472,,,223007.472,223007.472
"  JPN/HN/NP-2013-001 ""Proyecto Centro de Conservación y Educación Ambiental Zoológico Rosy Walther""",Gobierno de Japón,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338992.423,1338992.423,,,1338992.423,1338992.423
"  JPN/HN/2KR-2013-001 ""Cooperación Técnica para Apoyar el Proceso de Análisis, Seguimiento y Evaluación de los Proyectos del Programa (2KR)""",Gobierno de Japón,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101874.656,101874.656,,,101874.656,101874.656
  MICRO HIDROELÉCTRICA - Proyecto para la Generación de Energía Micro-Hidroeléctrica en el Área Metropolitana de Tegucigalpa (Micro-Hydroelectric Power Generation Project in Metropolitan area of Tegucigalpa),Gobierno de Japón,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9294424.321,,,,9294424.321,
  Puente La Democracia- Proyecto para la Restauración del Puente La Democracia [Project for Restoration of the Democracia Bridge],Gobierno de Japón,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5467308.424,,,,5467308.424,
  JPN/HN/NP-2013-004 Proyecto Elecciones Generales 2013,Gobierno de Japón,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262085.106,1262085.106,,,1262085.106,1262085.106
  Desarrollo de las Actividades Alternativas a la Pesca Artesanal en el Golfo de Fonseca,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,692725.0,692725.0,,,,,,,,,692725.0,692725.0
  PYMERURAL [Fomento de Mercados para la Pequeña Empresa Rural Hondureña],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,3958602.91,2214150.0,,,,,,1140000.0,730547.09,1333000.0,,,,,4689150.0,4687150.0
  Apoyo a la Secretaría de Finanzas [HO-T1143],Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,740000.0,,,105387.0,,634613.0,,,740000.0,740000.0
  Negocios Rurales y Desarrollo Comunitario en Copán,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,375000.0,77017.0,,165976.0,,88435.0,,43572.0,375000.0,375000.0
  Esquema para el Apoyo de Proyectos Productivos del Sector Público y Privado Mediante Conversión Deuda Interna de Corto Plazo a Deuda Externa de Largo Plazo,Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,,,,300000000.0,
  Uso de Técnica de Insectos Estériles (SIT) para Certificar el Valle del Aguan como Zona Libre de Mosca del Mediterráneo,Organismo Internacional de Energía Atómica,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70589.45,189410.274,,,,189410.274,70589.45
  Apoyo Institucional a COALIANZA y a la Consolidación de su Cartera de Proyectos,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,500000.0,
  Crédito Para los Pequeños Productores Rurales y las Unidades de Negocios,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,240000.0,,500000.0,50000.0,,73756.0,,,740000.0,123756.0
  Mini FOMIN para el Desarrollo Competitivo en la Región del Golfo de Fonseca,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,39400.0,,,150000.0,39400.0
  Consolidación de Negocios Inclusivos en Producción de Jatrofa,Organización Holandesa de Cooperación al Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,195237.24,6229.24,,,,,,,195237.24,6229.24
  Proyecto de Regiones Especiales de Desarrollo (RED) [Ciudades Modelo],Agencia de Cooperación Internacional de Corea,0,,,,,,,,,,,,,,,,,,,,,,,,,54000.0,54000.0,4000000.0,,,,,,4054000.0,54000.0
  Proyecto de Desarrollo Sostenible Mejorando la Competitividad de la Economía Rural en Yoro [PROMECOM]," - Banco Centroamericano de Integración Económica
 - Fondo Internacional de Desarrollo Agrícola
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,13391000.0,643045.0,44959.77,37062.51,,1436962.32,,1930533.37,,4434094.18,,408882.36,13435959.77,8890579.74
  COMRURAL [Contribución a una mayor productividad y competitividad de los pequeños productores rurales y pequeños empresarios no agrícolas organizados],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,4400000.0,797000.0,,1422000.0,,1100000.0,,1000000.0,,,4400000.0,4319000.0
  Preparación del Plan de Inversiones del SREP,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,375000.0,,,234841.0,,104109.0,,,375000.0,338950.0
  Fortalecimiento al Sector Financiero para la MIPYME II,Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15145882.385,,,2681842.675,,2950834.6,15145882.385,5632677.276
"  Desarrollo Integral Sostenible ""Corredor del Quetzal Fase II""",Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,2432865.46,,,5000000.0,2432865.46
  Programa de Desarrollo Agroempresarial para Pequeños y Medianos Productores de Palma Africana,Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,7000000.0,,,,,1700000.0,,1331324.98,,,,,,2361965.0,,,,792930.77,,,7000000.0,6186220.75
  Programa para la Consolidación de la Gestión Fiscal y Municipal,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,28600000.0,,,4250000.0,,4872953.0,,8660106.0,,4700000.0,,,28600000.0,22483059.0
